"title";"reference";"requirements";"hours";"tasks";"activities";"location";"salary";"type";"period";"link"
"43";"Gestor/a Junior S.E.M i S.E.O.";"51325";"Datos de interés, Grado de Turismo, Grado de Economía, Grado de Administración de Empresas, Doble titulación: grado de administración de empresas y grado de turismo";"5";"E-commerce de venta de materiales y productos para la decoración y el hogar. La tienda materialesdefabrica.com nació para satisfacer profesionales y particulares que estén llevando a cabo un proyecto de reforma o decoración. La filosofía de materialesdefabrica.com pasa para vender los productos directamente del fabricante sin pasar por intermediarios.Empresa joven y dinámica en continuo crecimiento.Precisamos a uno/a gestor/a junior:- Para las campañas de S.E.M : Apoyo en la planificación y ejecución cuento a Adwords.- Apoyo en la planificación y Ejecución de estrategias S.E.O.Para trabajar de manera presencial a nuestras oficinas en Palma de Mallorca.";"Tienda online productos para el hogar";"Palma";"450";"Prácticas para estudiantes universitarios grado y postgrado";"04/02/2019 - 07/07/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51325.html?locale=es"
"44";"Marketing digital y Community manager";"51265";"Datos de interés, Inglés, E-Tourism: Comercialización i Marketing online";"3";"Mosaic está en fase de promoción de sus documentales en festivales y distribución en salas de cine.El cometido es gestionar las redes sociales de la productora.Implementar estrategias de comunicación de la empresa y sus películas a nivel local, nacional e internacional.Estrategia y gestión de redes sociales: facebook, instagram y twitter.Acciones publicitarias en redes y google adDiseño de campañas publicitarias para promoción de los films en revistas digitales.Gestión con medios de comunicación de notas de prensa de los estrenos de las películas de la productora.En función del perfil y competencias del candidato pueden surgir otras tareas.";"Producció audiovisual";"Palma";"270";"Prácticas para estudiantes universitarios grado y postgrado";"28/01/2019 - 28/03/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51265.html?locale=es"
"45";"Área administración de personal. RRHH";"51215";"Datos de interés, Grado de Turismo, Grado de Administración de Empresas, Grado de Relaciones Laborales, Doble titulación: grado de administración de empresas y grado de turismo, Doble titulación: grado de economia y grado de turismo, Inglés";"5";"Las funciones que realizaría entre otras serían las siguientes:-Archivo y actualización de documentación referente a los trabajadores (contratos, modelos 145, revisar DNI)-Control mensual de tener los justificantes de los trabajadores en jornadas parciales.-Cumplimentación de documentos de cambios de jornada, subrogaciones, contratos de trabajo.-Apoyo en el repaso de IRPF que se aplica a los trabajadores y nómina.-A nivel básico manejo herramienta Sap RH.";"AGENCIAS DE VIAJES";"Palma";"450";"Prácticas para estudiantes universitarios grado y postgrado";"01/02/2019 - 31/07/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51215.html?locale=es"
"46";"Consultor/a Fiscal";"51015";"Datos de interés, Inglés, Asesor/a fiscal, Licenciatura en administración y dirección de empresas, Licenciatura en economía, Grado de Economía, Grado de Administración de Empresas, Grado de Administración de Empresas y Grado de Derecho, Diplomatura en ciencias empresariales, Hacienda Pública, Sistema Impositivo y Procedimentos Tributarios, Alemán";;"Realización de declaraciones tributarias (IRPF,IRNR,IVA,ITP,AJD,IS)Resolución de consultas fiscales y contablesRedacción de reclamaciones tributariasElaboración de informesAsesoramiento contable y fiscalSeguimiento de novedades tributariasRelación directa con el cliente";"Búsqueda y selección de profesionales para trabajar en Alemania";"Palma";"50.000-60.000";"Oferta laboral";"01/02/2019 - ";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51015.html?locale=es"
"47";"Prácticas Gestión Administrativa - Archivística";"50927";"Datos de interés, Grado de Administración de Empresas, Doble titulación: grado de administración de empresas y grado de derecho, Doble titulación: grado de administración de empresas y grado de turismo, Grado de Economía, Doble titulación: grado de economia y grado de turismo, Inglés";"4";"Ayuda en la gestión administrativa diaria, contabilidad, gestión de facturas, gestión de proveedores/pedidos, seguimiento logístico de los envíos, gestión documental inherente a una bodega de vinos, archivística, etc.";"Agroalimentaria";"Alaró";"360";"Prácticas para estudiantes universitarios grado y postgrado";"04/02/2019 - 30/04/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-50927.html?locale=es"
"48";"Analista en optimización de producto hotelero XML";"50848";"Datos de interés, Inglés, Grado de Turismo, Doble titulación: grado de administración de empresas y grado de turismo, Grado de Administración de Empresas, Grado de Economía, Doble titulación: grado de economia y grado de turismo, Microsoft Word, Microsoft Excel, Internet Explorer, Outlook, Mozilla";"4";"Análisis y realización de informes con datos de compra/ventas entre proveedores y clientes.Informes de estado de ventas de hoteles.Informes de reservas diarias por clientes.Informes interdepartamentales.Control y seguimiento de fallos de sistema.Análisis estado del flujo de tráfico de proveedores vs clientes.Análisis estado de trafico de clientes por destino.Actualización datos fichas hotel.Mantenimiento de sistema de geo-localización.Creación y apoyo en mailing para la captación de clientes y proveedores.Información interdepartamental de datos importantes sobre clientes.Creación de nuevos clientes en sistema  y configuración del mismo así como su actualización.Revisión de la configuración de los clientes existentes. Revisión de producto destinado a  clientes.Creación de Newsletter mensual y de ofertas para clientes.";"AGENCIA DE VIAJES";"Palma";"360";"Prácticas para estudiantes universitarios grado y postgrado";"04/02/2019 - 25/09/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-50848.html?locale=es"
"49";"Coordinador/a plan internacionalización en Alemania";"51331";"Datos de interés, Alemán, Doble titulación: grado de administración de empresas y grado de derecho, Licenciatura en traducción y interpretación, Grado de Administración de Empresas, Licenciatura en filología alemana, Licenciatura en administración y dirección de empresas, Grado de Traducción e Interpretación, Doble titulación: grado de economia y grado de turismo, Grado de Marketing, Castellano, Internet Explorer";;"E-commerce de productos para el baño y el hogar se expande y buscamos personal para empezar a vender en Alemania. El puesto de trabajo es a nuestra oficina de Palma de Mallorca.Funciones:- Ayuda en traducción- Coordinación logística: seguimiento de los envíos.- Atención al cliente- Apoyo al departamento de S.E.O y S.E.MEmpresaa joven y dinámica en continuo crecimiento.Con intención real de consolidar el puesto después del primer contrato.";"Tienda online productos para el hogar";"Palma";"900-1200";"Oferta laboral";"01/02/2019 - 07/06/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51331.html?locale=es"
"50";"Asistencia Sanitaria Aeropuerto Ibiza";"51330";"Datos de interés, Diplomatura en enfermería, Grado de Enfermería";;"Asistencia Sanitaria";"Gestión Sanitaria y Formación";"Eivissa";"1800";"Oferta laboral";"01/03/2019 - 31/05/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51330.html?locale=es"
"51";"Coordinador/a pla internacionalización en Italia";"51329";"Datos de interés, Italiano, Licenciatura en administración y dirección de empresas, Diplomatura en ciencias empresariales, Licenciatura en traducción y interpretación, Licenciatura en filología italiana, Grado de Marketing, Grado de Traducción e Interpretación, Grado de Administración de Empresas, Doble titulación: grado de administración de empresas y grado de derecho, Doble titulación: grado de administración de empresas y grado de turismo, Internet Explorer";;"E-commerce de productos para el baño y el hogar se expande y buscamos personal para empezar a vender en Italia. El puesto de trabajo es en nuestra oficina de Palma de Mallorca.Funciones:- Ayuda en traducción- Coordinación logística: seguimiento de los envíos.- Atención al cliente- Apoyo al departamento de S.E.O y S.E.MEmpresa joven y dinámica en continuo crecimiento.Con intención real de consolidar el lugar después del primer contrato.";"Tienda online productos para el hogar";"Palma";"900-1200";"Oferta laboral";"01/02/2019 - 07/06/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51329.html?locale=es"
"52";"Coordinador/a plan internacionalización a Portugal";"51328";"Datos de interés, Portugués, Grado de Marketing, Licenciatura en traducción y interpretación, Licenciatura en filología portuguesa, Doble titulación: grado de administración de empresas y grado de turismo, Licenciatura en administración y dirección de empresas, Grado de Administración de Empresas, Diplomatura en ciencias empresariales, Doble titulación: grado de administración de empresas y grado de derecho, Grado de Traducción e Interpretación, Castellano, Internet Explorer";;"E-commerce de productos para el baño y el hogar se expande y buscamos personal para empezar a vender en Portugal. El puesto de trabajo es en nuestra oficina de Palma de Mallorca.Funciones:- Ayuda en traducción- Coordinación logística: seguimiento de los envíos.- Atención al cliente- Apoyo al departamento de S.E.O y S.E.MEmpresa joven y dinámica en continuo crecimiento.Con intención real de consolidar el lugar después del primer contrato";"Tienda online productos para el hogar";"Palma";"900-1200";"Oferta laboral";"01/02/2019 - 07/06/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51328.html?locale=es"
"53";"Facturación y marketing";"51324";"Datos de interés, Grado de Administración de Empresas, Grado de Economía, Doble titulación: grado de administración de empresas y grado de turismo, Doble titulación: grado de administración de empresas y grado de derecho, Doble titulación: grado de economia y grado de turismo";"5";"E-commerce de venta de materiales y productos para las reformas y el hogar. La tienda nació para satisfacer profesionales y particulares que estén realizando un proyecto de reforma o decoración. La filosofía de materiales de fábrica pasa para vender los productos directamente del fabricante sin pasar por intermediarios.Empresa joven y dinámica en continuo crecimiento. Con intención real de consolidar el lugar después del primer contrato.Tareas a aprender:Contabilidad:- Facturación de ventas- Contabilización de facturas de proveedores, acreedores, bancos y caja.- Apoyo en gestión de impuestosGestión de Catálogo:-Clasificación de productos y sus categorías.- Redacción de descripciones y características.Apoyo en marketing online:-Aprendizaje del S.E.O y S.E.M.Redes sociales:-Facebook-InstagramSi te apasiona el marketing online, no lo dudes y apúntate!";"Tienda online productos para el hogar";"Palma";"450";"Prácticas para estudiantes universitarios grado y postgrado";"04/02/2019 - 01/07/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51324.html?locale=es"
"54";"Soporte área contabilidad, gestión de costes y planificación";"51322";"Datos de interés, Grado de Administración de Empresas, Grado de Economía";"5";"- Mantenimiento del diario de contabilidad- Estudio de costes de los proyectos y seguimiento de los presupuestos- Análisis financiero y de tesorería";"Estudis de territori, gestió de productes cadastrals, treballs cadastrals sobre bens immobles, estudi d'enginyeria i arquitectura";"Palma";"600";"Prácticas para estudiantes universitarios grado y postgrado";"04/02/2019 - 19/07/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51322.html?locale=es"
"55";"Departamento marketing autovidal";"51297";"Datos de interés, Grado de Administración de Empresas, Grado de Turismo, Doble titulación: grado de administración de empresas y grado de turismo, Microsoft Excel";"4";"- Apoyo al departamento de marketing- Elaboración de campañas - planificación de medios- planificación y ejecución de eventos - CRM, optimización de BBDD- Fidelización de clientes en venta y posventa de vehículos- Comunicaciones a marca";"Comercialización de vehículos a motor";"Palma";"360";"Prácticas para estudiantes universitarios grado y postgrado";"04/02/2019 - 12/08/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51297.html?locale=es"
"56";"Prácticas ingeniero/a edificación";"51209";"Datos de interés, Grado de Ingeniería de Edificación";"4";"Funciones básicas de jefe de producción/obra a pie de obra. Solicitud de ofertas, comparativos de las mismas, certificaciones y seguimiento económico de obra. Coordinación de diferentes subcontratas.";"Construcción residencial";"Palma";"360";"Prácticas para estudiantes universitarios grado y postgrado";"01/02/2019 - 12/09/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51209.html?locale=es"
"57";"Desarrollo de aplicaciones .NET";"51208";"Datos de interés, Grado de Ingeniería Informática, Grado de Ingeniería Telemática, Máster Universitario en Ingeniería Informática, Inglés";"5";"Desarrollo de aplicaciones empresariales, para el sector hotelero. Usando tanto tecnologias .net como XAF";"PROGRAMACION INFORMATICA";"Palma";"450";"Prácticas para estudiantes universitarios grado y postgrado";"04/02/2019 - 08/07/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51208.html?locale=es"
